source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,194283868,"✅Volkswagen ID.3 1st Plus 150kW SOH 92,6 %✅",,,2020.0,165870.0,150.0,Automatic,Hatchback,14690,https://auto.bazos.sk/inzerat/194283868/volkswagen-id3-1st-plus-150kw-soh-926.php,match,match,unknown,n/a,match,match,match,match
bazos,194446562,Volant VW SKODA SEAT  vyhrievany 2020 10A 419 089,,,,,,,,99,https://auto.bazos.sk/inzerat/194446562/volant-vw-skoda-seat-vyhrievany-2020.php,match,unknown,unknown,n/a,unknown,unknown,unknown,unknown
bazos,194226535,5x112  R18  VW ID.3,,,,,,,,499,https://auto.bazos.sk/inzerat/194226535/5x112-r18-vw-id3.php,match,match,unknown,n/a,unknown,unknown,unknown,unknown
bazos,194200107,5x112  R19   VW ID.3  -nové,,,,,,,,599,https://auto.bazos.sk/inzerat/194200107/5x112-r19-vw-id3-nove.php,match,match,unknown,n/a,unknown,unknown,unknown,unknown
bazos,194200054,5x112  R19   VW ID.3  -nová sada,,,,,,,,499,https://auto.bazos.sk/inzerat/194200054/5x112-r19-vw-id3-nova-sada.php,match,match,unknown,n/a,unknown,unknown,unknown,unknown
bazos,194067668,134. VW ID.3 Plechové disky NOVÉ zimné Maxxis 215/55 R18,,,,,,,,450,https://auto.bazos.sk/inzerat/194067668/134-vw-id3-plechove-disky-nove-zimne-maxxis-21555-r18.php,match,match,unknown,n/a,unknown,unknown,unknown,unknown
bazos,194194590,Nabíjačka VW Id.3 id.4 id.5,,Electric,,,,,,160,https://auto.bazos.sk/inzerat/194194590/nabijacka-vw-id3-id4-id5.php,match,match,match,n/a,unknown,unknown,unknown,unknown
bazos,194107795,Elektrický posilňovač bŕzd (EBB) VW AG – 1EB614105AJ (Škoda,,Electric,,,,,,600,https://auto.bazos.sk/inzerat/194107795/elektricky-posilnovac-brzd-ebb-vw-ag-1eb614105aj-skoda.php,match,unknown,match,n/a,unknown,unknown,unknown,unknown
bazos,194092761,"🚗 Volkswagen ID.3 Pro Performance 150 kW – model 2021, TOP",,,,,150.0,,,18850,https://auto.bazos.sk/inzerat/194092761/id3-pro-performance-1st-62kwh.php,match,match,unknown,n/a,unknown,unknown,match,unknown
bazos,194075765,VW ID.3 zadný naraznik,,,,,,,,50,https://auto.bazos.sk/inzerat/194075765/vw-id3-zadny-naraznik.php,match,match,unknown,n/a,unknown,unknown,unknown,unknown
bazos,194075692,VW ID.3 predny naraznik facelift,,,,,,,,80,https://auto.bazos.sk/inzerat/194075692/vw-id3-predny-naraznik-facelift.php,match,match,unknown,n/a,unknown,unknown,unknown,unknown
bazos,194072870,VW ID 3 1 st 150 kw,,,2020.0,157000.0,150.0,,,16490,https://auto.bazos.sk/inzerat/194072870/vw-id-3-1-st-150-kw.php,match,unknown,unknown,n/a,match,match,match,unknown
bazos,194049332,Alu disky Volkswagen ID.3 Sanya R20,,,,,,,,1061,https://auto.bazos.sk/inzerat/194049332/alu-disky-volkswagen-id3-sanya-r20.php,match,match,unknown,n/a,unknown,unknown,unknown,unknown
