source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,194432957,VW Passat B8.5 2.0 TDI 110 kW DSG,2.0 TDI,Diesel,,196368.0,110.0,Automatic,,14499,https://auto.bazos.sk/inzerat/194432957/vw-passat-b85-20-tdi-110-kw-dsg.php,match,match,match,n/a,unknown,match,match,n/a
bazos,194317485,"disky Tomason TN20 18"" 5x112 ŠKODA VW AUDI MERCEDES",,,,,,,,650,https://auto.bazos.sk/inzerat/194317485/nove-disky-tomason-tn20-18-5x112-s-tuv-certifikatom.php,match,unknown,unknown,n/a,unknown,unknown,unknown,n/a
bazos,193741753,Cúvacia kamera Škoda Vw Audi Seat.,,,,,,,,180,https://auto.bazos.sk/inzerat/193741753/cuvacia-kamera-skoda-vw-audi-seat.php,match,unknown,unknown,n/a,unknown,unknown,unknown,n/a
bazos,194008122,"VW PASSAT CC 2,0 TDI DSG",2.0 TDI,Diesel,,,125.0,Automatic,,5999,https://auto.bazos.sk/inzerat/194008122/vw-passat-cc-20-tdi-dsg.php,match,match,match,n/a,unknown,unknown,match,n/a
bazos,193817915,"Volkswagen Passat Variant 2.0 TDI DSG,103 kW 2 sady kolies",2.0 TDI,Diesel,2007.0,245000.0,103.0,Automatic,Variant,3900,https://auto.bazos.sk/inzerat/193817915/volkswagen-passat-variant-20-tdi-dsg103-kw-2-sady-kolies.php,match,match,match,n/a,match,match,match,n/a
bazos,193962663,"Alu disky 19"" 5x112 ET30 MAM Audi VW Škoda Mercedes čierne",,,,,,,,599,https://auto.bazos.sk/inzerat/193962663/b3-alu-r19-5x112-audi-vw-mercedes-skoda-bmw.php,match,unknown,unknown,n/a,unknown,unknown,unknown,n/a
bazos,193962661,"Alu disky 18"" 5x112 ET45 MAM VW Audi Škoda BMW BFP",,,,,,,,570,https://auto.bazos.sk/inzerat/193962661/m4-alu-r18-5x112-audi-vw-seat-skoda-mercedes.php,match,unknown,unknown,n/a,unknown,unknown,unknown,n/a
bazos,193803955,"Alu disky 16"" 5x112 ET45 Seat VW Audi Škoda čierne",,,,,,,,270,https://auto.bazos.sk/inzerat/193803955/alu-r16-5x112-audi-vw-seat-skoda-571.php,match,unknown,unknown,n/a,unknown,unknown,unknown,n/a
bazos,193618534,Predám originálne disky VW R18 5x112 VW Arteon,,,,,,,,750,https://auto.bazos.sk/inzerat/193618534/predam-originalne-disky-vw-ronal-r18-5x112-vw-arteon.php,match,unknown,unknown,n/a,unknown,unknown,unknown,n/a
bazos,193956701,Volkswagen passat B8 combi DSG 2.0 tdi 90kw,2.0 TDI,Diesel,,200500.0,90.0,Automatic,Kombi,15990,https://auto.bazos.sk/inzerat/193956701/volkswagen-passat-b8-combi-dsg-20-tdi-90kw.php,match,match,match,n/a,unknown,match,match,n/a
bazos,193881194,VW Passat Alltrack 4Motion DSG 125KW,,,,,125.0,Automatic,,9890,https://auto.bazos.sk/inzerat/193881194/vw-passat-alltrack-4motion-dsg-125kw.php,match,match,unknown,n/a,unknown,unknown,match,n/a
bazos,194471696,Predám Klimakompresor Škoda Vw koncern,2.0 TDI,Diesel,,,,,,99,https://auto.bazos.sk/inzerat/194471696/predam-klimakompresor-skoda-vw-koncern.php,match,unknown,match,n/a,unknown,unknown,unknown,n/a
bazos,194468659,5x112 R17 VW Helsinky Passat B8 215/55 R17,,,,,,,,599,https://auto.bazos.sk/inzerat/194468659/5x112-r17-vw-helsinky-passat-b8-21555-r17.php,match,match,unknown,n/a,unknown,unknown,unknown,n/a
bazos,194429732,VW R19 5x112 9J ET33 + pneu 255/40 R19,,,,,,,,550,https://auto.bazos.sk/inzerat/194429732/vw-r19-5x112-9j-et33-pneu-25540-r19.php,match,unknown,unknown,n/a,unknown,unknown,unknown,n/a
