title,year,km,price,fuel,transmission,power,body_type,listing_date,url,search_query,search_page
Škoda Kodiaq Sportline 2.0 TDI 110kW DSG / ALU 19''+ ALU 17'',2023.0,78848.0,32126,Diesel,Automatická,110.0,SUV,2026-08-08T10:26:17.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-sportline-20-tdi-110kw-dsg-alu-19-alu-17/AmEm-5aJEyu/,Škoda Kodiaq 2.0 TDI,4
Škoda Kodiaq 2.0 TDI 147 kW 4×4 DSG Sportline / ČR původ / 1. majitel / Tažné / Nezávislé to...,2024.0,64077.0,36964,Diesel,Automatická,147.0,SUV,2026-08-08T10:27:13.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-147-kw-44-dsg-sportline-cr-puvod-1-majitel-tazne-nezavisle-to/AmoJ7NUzOAg/,Škoda Kodiaq 2.0 TDI,4
Škoda Kodiaq 2.0 TDI SCR EVO 200 L K 4x4 DSG,2021.0,100000.0,36990,Diesel,7-st. automatická,147.0,SUV,2026-08-08T10:24:32.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-scr-evo-200-l-k-4x4-dsg/AmaPYzcy8Bn/,Škoda Kodiaq 2.0 TDI,4
Škoda Kodiaq Selection 2.0 TDI 142KW 4x4 2024 /Kessy/Ťažné/Canton/360•/Matrix/23TISKM,2024.0,23000.0,37980,Diesel,7-st. automatická,142.0,SUV,2026-08-10T20:15:52.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-selection-20-tdi-142kw-4x4-2024-taznecanton360led23tiskm/AmrO84QxAOM/,Škoda Kodiaq 2.0 TDI,4
Škoda Kodiaq 2.0 TDI 147kW 4x4 DSG Laurin & Klement / ALU 19''+ ALU 18'',2024.0,49056.0,39274,Diesel,Automatická,147.0,SUV,2026-08-08T10:26:06.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-147kw-4x4-dsg-laurin-and-klement-alu-19-alu-18/Am7Wv0O4na0/,Škoda Kodiaq 2.0 TDI,4
Škoda Kodiaq Selection 2.0 TDI 142kW 4x4 DSG / Tažné / Mod. 2025 / ALU,2025.0,32735.0,39687,Diesel,Automatická,142.0,SUV,2026-08-08T10:27:02.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-selection-20-tdi-142kw-4x4-dsg-tazne-mod-2025-alu/AmVm7ycNDMc/,Škoda Kodiaq 2.0 TDI,5
"Škoda Kodiaq SELECTION 2.0 TDI, 142 kW, 4x4, 7 DSG",2025.0,16000.0,44890,Diesel,7-st. automatická,142.0,SUV / Off-road,2026-08-04T12:35:50.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-selection-20-tdi-142-kw-4x4-7-dsg/AmElXYjA1TE/,Škoda Kodiaq 2.0 TDI,5
Chladič ventilátor vody VW ŠKODA AUDI SEAT 2.0 TDI,,,1,,,,,2026-08-10T07:26:11.000Z,https://www.autobazar.eu/detail/chladic-ventilator-vody-vw-skoda-audi-seat-20-tdi/AmBAxsNFga2/,Škoda Kodiaq 2.0 TDI,5
Chladič ventilátor vody VW ŠKODA AUDI SEAT 2.0 TDI,,,1,,,,,2026-08-10T07:26:11.000Z,https://www.autobazar.eu/detail/chladic-ventilator-vody-vw-skoda-audi-seat-20-tdi/AmtQTfGBkQT/,Škoda Kodiaq 2.0 TDI,5
Nádrž AdBlue 2.0 TDI VW ŠKODA SEAT AUDI,,,1,,,,,2026-08-10T07:26:31.000Z,https://www.autobazar.eu/detail/nadrz-adblue-20-tdi-vw-skoda-seat-audi/AmS1yPfg4QG/,Škoda Kodiaq 2.0 TDI,5
PREVODOVKA ŠKODA KODIAQ 2.0TDI 4X4,,,5,,,,,2026-08-01T05:10:52.000Z,https://www.autobazar.eu/detail/prevodovka-skoda-kodiaq-20tdi-4x4/Am9ecf-kAKR/,Škoda Kodiaq 2.0 TDI,5
"Predám automatickú prevodovku RLD 2,0TDI záruka!",,,5,,,,,2026-08-01T05:10:51.000Z,https://www.autobazar.eu/detail/predam-automaticku-prevodovku-rld-2-0tdi-zaruka/AmAzdy4Nk7u/,Škoda Kodiaq 2.0 TDI,5
Volkswagen Golf VII 2.0 TDI 04L130277E 0445110475,,,1,,,,,2026-08-07T07:58:15.000Z,https://www.autobazar.eu/detail/vstrekovacia-tryska-volkswagen-golf-vii-20-tdi/Amud0KhVm8h/,Škoda Kodiaq 2.0 TDI,5
ŠKODA Superb III 2.0 TDI 0445110471 04L130277AE,,,100,,,,,2026-08-07T07:58:19.000Z,https://www.autobazar.eu/detail/skoda-superb-iii-20-tdi-0445110471-04l130277ae/AmzYZlHOwBs/,Škoda Kodiaq 2.0 TDI,5
"Váha vzduchu, Audi, Seat, Škoda, Volkswagen",,,123,,,,,2026-06-12T06:15:17.000Z,https://www.autobazar.eu/detail/vaha-vzduchu-audi-seat-skoda-volkswagen/AmadaVyuQ8Z/,Škoda Kodiaq 2.0 TDI,5
"Váha vzduchu Audi, Seat, Škoda, Volkswagen",,,123,,,,,2026-06-12T06:15:17.000Z,https://www.autobazar.eu/detail/vaha-vzduchu-audi-seat-skoda-volkswagen/Amb5NQYvesH/,Škoda Kodiaq 2.0 TDI,5
Vstrek čerp Volkswagen Golf VII 2.0 TDI 0445010537,,,1,,,,,2026-08-07T07:58:15.000Z,https://www.autobazar.eu/detail/vstrek-cerp-volkswagen-golf-vii-20-tdi-0445010537/Am3WAlkNN-C/,Škoda Kodiaq 2.0 TDI,5
AUDI SEAT VW ŠKODA 2.0TDI CHLADIČE VODY A KLÍMY,,,220,,,,,2026-08-10T08:46:10.000Z,https://www.autobazar.eu/detail/audi-seat-vw-skoda-20tdi-chladice-vody-a-klimy/AmU48EDqqEX/,Škoda Kodiaq 2.0 TDI,5
SKODA KODIAQ 2.0 TDI 1.5 TSI chladice stena,,,95,,,,,2026-08-09T10:00:51.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-15-tsi-chladice-stena/Aedbk48ppDi/,Škoda Kodiaq 2.0 TDI,5
SKODA KODIAQ 2.0 TDI DSG PREDNE CELO,,,1250,,,,,2026-08-10T10:12:22.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-dsg-predne-celo/Aex-h-Djws_/,Škoda Kodiaq 2.0 TDI,5
SKODA KODIAQ 2.0 TDI KOMPLET  chladice stna celo,,,100,,,,,2026-08-09T10:00:46.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-komplet-chladice-stna-celo/AewNP4rsJbq/,Škoda Kodiaq 2.0 TDI,5
Škoda Kodiaq 2.0 TDI SCR EVO 200 Style 4x4 DSG,2022.0,88200.0,22222,Diesel,7-st. automatická,147.0,SUV,2026-08-07T08:51:08.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-scr-evo-200-style-4x4-dsg/AmSjOz-zHFh/,Škoda Kodiaq 2.0 TDI,5
Audi A4 Avant 2.0 TDI 177k quattro S tronic 130kW177HP A7,2014.0,233000.0,10500,Diesel,7-st. automatická,130.0,Combi,2026-08-09T14:40:50.259Z,https://www.autobazar.eu/detail/audi-a4-avant-20-tdi-177k-quattro-s-tronic-130kw177hp-a7/Ae7hwfHNGVY/,Škoda Kodiaq 2.0 TDI,5
Škoda Kodiaq 2.0 TDI SCR Ambition DSG 4x4,2020.0,153759.0,12999,Diesel,7-st. automatická,110.0,SUV,2026-08-09T11:32:36.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-scr-ambition-dsg-4x4/AmSfXLq1IFI/,Škoda Kodiaq 2.0 TDI,5
Škoda Kodiaq 2.0 TDi 110 Style,2017.0,314914.0,330750,Diesel,4-st. automatická,110.0,SUV,2026-05-14T07:40:10.000Z,https://www.autobazar.eu/detail/skoda-kodiaq-20-tdi-110-style/Ae3eJKwhiAVK/,Škoda Kodiaq 2.0 TDI,5
