source,listing_id,title,brand,model,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,year_source,km_source,power_source,transmission_source,fuel_source,body_type_source,engine_source,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,193580515,Škoda Kodiaq 4x4 2.0TDi DSG 7 miest - Odpočet DPH -,Škoda,Kodiaq,2.0 TDI,Diesel,,,,Automatic,,26599,https://auto.bazos.sk/inzerat/193580515/cupra-formentor-20tsi-228kw-79000km-odpocet-dph.php,missing,missing,missing,regex_description,regex_description,missing,regex_description,match,match,n/a,unknown,unknown,n/a,n/a
bazos,193517138,"2018, ŠKODA KODIAQ 2.0TDi, DSG, 4X4, STYLE +, takmer FULL",Škoda,Kodiaq,2.0 TDI,Diesel,2018.0,159563.0,110.0,Automatic,,19990,https://auto.bazos.sk/inzerat/193517138/2018-skoda-kodiaq-20tdi-dsg-4x4-style-takmer-full.php,regex_description,regex_description,regex_description,regex_description,regex_description,missing,regex_description,match,match,n/a,match,match,n/a,n/a
bazos,194194123,Škoda kodiaq,Škoda,Kodiaq,2.0 TDI,Diesel,2022.0,115000.0,147.0,Automatic,,33500,https://auto.bazos.sk/inzerat/194194123/skoda-kodiaq.php,regex_description,regex_description,regex_description,regex_description,regex_description,missing,regex_description,match,match,n/a,match,match,n/a,n/a
bazos,194024415,Škoda KODIAQ 2.0TDi DSG 110kW 2023 ŤAŽNÉ/MATRIX/VIRTUAL/ACC,Škoda,Kodiaq,2.0 TDI,Diesel,2022.0,176000.0,110.0,Automatic,,21499,https://auto.bazos.sk/inzerat/194024415/skoda-kodiaq-20tdi-dsg-110kw-2023-taznematrixvirtualacc.php,regex_description,regex_description,regex_description,regex_title,regex_description,missing,regex_title,match,match,n/a,match,match,n/a,n/a
bazos,194112529,Škoda Kodiaq 2.0TDI DSG Style,Škoda,Kodiaq,2.0 TDI,Diesel,2018.0,163000.0,110.0,Automatic,,18850,https://auto.bazos.sk/inzerat/194112529/skoda-kodiaq-20tdi-dsg-style.php,regex_description,regex_description,regex_description,regex_description,regex_description,missing,regex_title,match,match,n/a,match,match,n/a,n/a
bazos,193505259,Škoda Kodiaq Sportline Facelift EVO 4x4 TDI 147kW/200PS DSG,Škoda,Kodiaq,2.0 TDI,Diesel,2023.0,147000.0,147.0,Automatic,Kombi,28700,https://auto.bazos.sk/inzerat/193505259/skoda-kodiaq-sportline-facelift-evo-4x4-tdi-147kw200ps-dsg.php,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,match,match,n/a,match,match,n/a,n/a
bazos,193466768,Škoda Kodiaq 2.0 TDI SCR EVO Sportline DSG,Škoda,Kodiaq,2.0 TDI,Diesel,2022.0,192560.0,110.0,Automatic,,22900,https://auto.bazos.sk/inzerat/193466768/skoda-kodiaq-20-tdi-scr-evo-sportline-dsg.php,regex_description,regex_description,regex_description_from_ps,regex_description,regex_description,missing,regex_description,match,match,n/a,match,match,n/a,n/a
bazos,193957838,Škoda KODIAQ L&K 4x4 2.0TDi DSG 147kW 2023 ŤAŽNÉ/MATRIX/360°,Škoda,Kodiaq,2.0 TDI,Diesel,2023.0,146000.0,147.0,Automatic,,27699,https://auto.bazos.sk/inzerat/193957838/skoda-kodiaq-lk-4x4-20tdi-dsg-147kw-2023-taznematrix360.php,regex_description,regex_description,regex_description,regex_title,regex_description,missing,regex_title,match,match,n/a,match,match,n/a,n/a
bazos,193461598,Skoda Kodiaq 2.0 TDI 4x4 DSG Tour,Škoda,Kodiaq,2.0 TDI,Diesel,2022.0,138000.0,110.0,Automatic,,24990,https://auto.bazos.sk/inzerat/193461598/skoda-kodiaq-20-tdi-4x4-dsg-tour.php,regex_description,regex_description,regex_description,regex_description,regex_description,missing,regex_title,match,match,n/a,match,match,n/a,n/a
bazos,193495610,Škoda Kodiaq L&K 110 KW 2022 TDI DSG Canton/Ťažné/Matrix/360,Škoda,Kodiaq,2.0 TDI,Diesel,,152000.0,110.0,Automatic,,24990,https://auto.bazos.sk/inzerat/193495610/skoda-kodiaq-lk-110-kw-2022-4x4.php,missing,regex_description,regex_title,regex_title,regex_description,missing,regex_description,match,match,n/a,unknown,match,n/a,n/a
bazos,194018983,Škoda Kodiaq 2.0 TDI SCR EVO 200 Sportline 4x4 DSG WEBASTO,Škoda,Kodiaq,2.0 TDI,Diesel,2023.0,94273.0,147.0,Automatic,,33000,https://auto.bazos.sk/inzerat/194018983/skoda-kodiaq-20-tdi-scr-evo-200-sportline-4x4-dsg-webasto.php,regex_description,regex_description,regex_description,regex_title,regex_description,missing,regex_title,match,match,n/a,match,match,n/a,n/a
bazos,194463458,Skoda Kodiaq 2.0 TDI 4x4 190 koní 7 miest NAVI LED PANORAMA,Škoda,Kodiaq,2.0 TDI,Diesel,2020.0,176000.0,140.0,Automatic,,20900,https://auto.bazos.sk/inzerat/194463458/skoda-kodiaq-20-tdi-4x4-190-koni-7-miest-navi-led-panorama.php,regex_description,regex_description,regex_description,regex_description,regex_description,missing,regex_description,match,match,n/a,match,match,n/a,n/a
bazos,194114377,Škoda Kodiaq 4x4 Tour 2.0TDi 110kW NAVI park.kamera výhrevy,Škoda,Kodiaq,2.0 TDI,Diesel,,,110.0,Automatic,SUV,23800,https://auto.bazos.sk/inzerat/194114377/skoda-kodiaq-4x4-tour-20tdi-110kw-navi-parkkamera-vyhrevy.php,missing,missing,regex_description,regex_description,regex_description,regex_description,regex_description,match,match,n/a,unknown,unknown,n/a,n/a
bazos,194111281,ŠKODA KODIAQ 2.0 TDI CLEVER MATRIX DSG,Škoda,Kodiaq,2.0 TDI,Diesel,2021.0,146000.0,110.0,Automatic,Pohon,23500,https://auto.bazos.sk/inzerat/194111281/skoda-kodiaq-20-tdi-clever-matrix-dsg.php,regex_description,regex_description,regex_description,regex_title,regex_description,regex_description,regex_title,match,match,n/a,match,match,n/a,n/a
bazos,194427032,Škoda Kodiaq 2.0 TDI 110kW DSG 2023 / MATRIX / ACC / ŤAŽNÉ,Škoda,Kodiaq,2.0 TDI,Diesel,2023.0,163000.0,110.0,Automatic,,22100,https://auto.bazos.sk/inzerat/194427032/skoda-kodiaq-20-tdi-110kw-dsg-2023-matrix-acc-163-000.php,regex_description,regex_description,regex_description,regex_description,regex_description,missing,regex_description,match,match,n/a,match,match,n/a,n/a
