source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,194160763,Opel Astra Sport Tourer ST 1.2 Turbo,,Petrol,,111354.0,81.0,Manual,,9499.0,https://auto.bazos.sk/inzerat/194160763/opel-astra-sport-tourer-st-12-turbo.php,match,match,match,n/a,unknown,match,match,n/a
bazos,194290699,REZERVOVANÉ - Opel Astra 1.2 96kw 2020 M6 150tkm,,,2020.0,,96.0,,,7500.0,https://auto.bazos.sk/inzerat/194290699/opel-astra-12-96kw-2020-m6-150tkm.php,match,match,unknown,n/a,match,unknown,match,n/a
bazos,194460919,"Opel Astra 1.4 T Tempomat, Park. senzory, Vyhr. sedačiek",,Petrol,2014.0,186680.0,103.0,Manual,Hatchback,4490.0,https://auto.bazos.sk/inzerat/194460919/opel-astra-14-t-tempomat-park-senzory-vyhr-sedaciek.php,match,match,match,n/a,match,match,match,n/a
bazos,194392254,Opel Astra 1.4 ecoFLEX Benzín - 168 tis. km - 5-st. manuál,,Petrol,,168000.0,,Manual,Hatchback,3590.0,https://auto.bazos.sk/inzerat/194392254/opel-astra-14-ecoflex-benzin-168-tis-km-5-st-manual.php,match,match,match,n/a,unknown,match,unknown,n/a
bazos,194403101,Opel Astra ST 1.4 Turbo Innovation 92kW 2017 108000 km,,Petrol,,108000.0,92.0,Manual,,9900.0,https://auto.bazos.sk/inzerat/194403101/opel-astra-st-14-turbo-innovation-92kw-2017-108000-km.php,match,match,match,n/a,unknown,match,match,n/a
bazos,194471951,Predám Opel Astra Sports Tourer,,Petrol,2018.0,122000.0,91.0,Manual,Kombi,7900.0,https://auto.bazos.sk/inzerat/194471951/predam-opel-astra-sports-tourer.php,match,match,match,n/a,match,match,match,n/a
