source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,194449539,Škoda Octavia Combi 2.0 TDI DSG Clever LED NAVI ACC R16,2.0 TDI,Diesel,2018.0,191662.0,110.0,Automatic,Kombi,11599,https://auto.bazos.sk/inzerat/194449539/skoda-octavia-combi-20-tdi-dsg-clever-led-navi-acc-r16.php,match,match,match,n/a,match,match,match,n/a
bazos,194358742,Škoda Octavia Combi 2.0 TDI 110 kw 2022 - odpočet DPH,2.0 TDI,Diesel,2022.0,145356.0,110.0,Automatic,Kombi,19990,https://auto.bazos.sk/inzerat/194358742/skoda-octavia-combi-20-tdi-110-kw-2022-odpocet-dph.php,match,match,match,n/a,match,match,match,n/a
bazos,194300069,"Škoda Octavia 2.0 TDI DSG, ACC, PANO",2.0 TDI,Diesel,2019.0,129000.0,110.0,Automatic,,14900,https://auto.bazos.sk/inzerat/194300069/skoda-octavia-20-tdi-dsg-acc-pano.php,match,match,match,n/a,match,match,match,n/a
bazos,194104673,"ŠKODA OCTAVIA 4 COMBI 2.0 TDI STYLE DSG, KAMERA/PREDANÉ",2.0 TDI,Diesel,2021.0,156003.0,110.0,Automatic,Kombi,17750,https://auto.bazos.sk/inzerat/194104673/skoda-octavia-4-combi-20-tdi-style-dsg-kamerawebastopano.php,match,match,match,n/a,match,match,match,n/a
bazos,193049874,Predám Škoda Octavia Combi IV 2.0 TDI 110 kW Clever DSG,2.0 TDI,Diesel,2022.0,173450.0,110.0,Automatic,Kombi,15900,https://auto.bazos.sk/inzerat/193049874/predam-skoda-octavia-combi-iv-20-tdi-110-kw-clever-dsg.php,match,match,match,n/a,match,match,match,n/a
bazos,194005292,"SKODA OCTAVIA IV COMBI 2.0 TDi, 110kw, DSG+F1, rv. 4/2022",2.0 TDI,Diesel,2022.0,141000.0,110.0,Automatic,Maximálne,14950,https://auto.bazos.sk/inzerat/194005292/skoda-octavia-iv-combi-20-tdi-110kw-dsgf1-rv-42022.php,match,match,match,n/a,match,match,match,n/a
bazos,193991459,Škoda Octavia Combi 2.0 TDI M6 Ambition DVD R16 Orig. KM,2.0 TDI,Diesel,2020.0,180918.0,110.0,Manual,Kombi,12299,https://auto.bazos.sk/inzerat/193991459/skoda-octavia-combi-20-tdi-m6-ambition-dvd-r16-orig-km.php,match,match,match,n/a,match,match,match,n/a
