source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,194045923,"DACIA DUSTER 1.6 16V BLACK&WHITE, 4X4",,,2012.0,129000.0,77.0,Manual,Biela,7999.0,https://auto.bazos.sk/inzerat/194045923/dacia-duster-16-16v-blackwhite-4x4.php,match,match,unknown,n/a,match,match,match,n/a
bazos,194380312,Dacia Duster 1.5 dCi 4x4 Exception,1.5 DCI,Diesel,2015.0,140111.0,80.0,Manual,,9190.0,https://auto.bazos.sk/inzerat/194380312/dacia-duster-15-dci-4x4-exception.php,match,match,match,n/a,match,match,match,n/a
bazos,194334196,"2017 Dacia Duster 1,6i 84kw,123 500km, Nová STK 7/2028",,,2017.0,123500.0,84.0,,,7200.0,https://auto.bazos.sk/inzerat/194334196/2017-dacia-duster-16i-84kw123-500km-nova-stk-72028.php,match,match,unknown,n/a,match,match,match,n/a
