source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
autobazar,AeQncOstcqy,Toyota C-HR GR Sport 2.0 Hybrid 135 kW,,Hybrid,2022,42225,135,Automatic,Hatchback,24999,https://www.autobazar.eu/detail/toyota-c-hr-gr-sport-20-hybrid-135-kw/AeQncOstcqy/,match,match,match,n/a,match,match,n/a,n/a
autobazar,AeHnIFhlhSm,Toyota C-HR 1.8 Hybrid Active Seat E-CVT FWD 72kW98HP A1,,Hybrid,2018,62546,72,Automatic,Hatchback,17999,https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid-active-seat-e-cvt-fwd-72kw98hp-a1/AeHnIFhlhSm/,match,match,match,n/a,match,match,n/a,n/a
autobazar,Ae5m8sWxI4y,Toyota C-HR 1.8 Hybrid Executive E-CVT 72kW98HP A1,,Hybrid,2022,46000,72,Automatic,Hatchback,22500,https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid-executive-e-cvt-72kw98hp-a1/Ae5m8sWxI4y/,match,match,match,n/a,match,match,n/a,n/a
autobazar,AmsFawzLrvM,"Toyota C-HR 1.8 Hybrid, Automat, ČR,2.maj, Navi",,Hybrid,2017,72187,90,Automatic,Iné,15900,https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid-automat-cr2maj-navi/AmsFawzLrvM/,match,match,match,n/a,match,match,n/a,n/a
autobazar,AmnhsIC2F1I,"Toyota C-HR 1.8 Hybrid,",,Hybrid,2018,67053,90,Automatic,Iné,16900,https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid/AmnhsIC2F1I/,match,match,match,n/a,match,match,n/a,n/a
autobazar,AmwfyqBZ7ET,Toyota C-HR 1.8 Hybrid Selection E-CVT FWD,,Hybrid,2018,52758,72,Automatic,Hatchback,17299,https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid-selection-e-cvt-fwd/AmwfyqBZ7ET/,match,match,match,n/a,match,match,n/a,n/a
autobazar,AmLXhlton7W,"Toyota C-HR 1.8 Hybrid,",,Hybrid,2018,61114,90,Automatic,Iné,17400,https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid/AmLXhlton7W/,match,match,match,n/a,match,match,n/a,n/a
