source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
autobazar,AesDlf9-CRm,Škoda Karoq 1.5 TSI ACT EVO Sportline DSG 110kW150HP A7,1.5 TSI,Petrol,2021,43200,110,Automatic,SUV / Off-road,25790,https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-evo-sportline-dsg-110kw150hp-a7/AesDlf9-CRm/,match,match,match,n/a,match,match,match,n/a
autobazar,AeYgMCey1rK,Škoda Karoq 1.5 TSI ACT Sportline 110kW150HP M6,1.5 TSI,Petrol,2020,66500,110,Manual,SUV / Off-road,20800,https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-sportline-110kw150hp-m6/AeYgMCey1rK/,match,match,match,n/a,match,match,match,n/a
autobazar,AmZM2khsH6e,Škoda Karoq 1.5 TSI ACT Style DSG,1.5 TSI,Petrol,2019,48780,110,Automatic,SUV,22990,https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-style-dsg/AmZM2khsH6e/,match,match,match,n/a,match,match,match,n/a
autobazar,AmbYhDG0jmA,"Škoda Karoq 1.0 TSI  POJAZDEN, Ambition 2018, Benzín, 60 000 km, 85 kW, M6",1.0 TSI,Petrol,2018,60000,85,Manual,SUV,6790,https://www.autobazar.eu/detail/skoda-karoq-10-tsi-pojazden-ambition-2018-benzin-60-000-km-85-kw-m6/AmbYhDG0jmA/,match,match,match,n/a,match,match,match,n/a
autobazar,AmXqqHEhAj9,Škoda Karoq 1.5 TSI ACT EVO Style DSG,1.5 TSI,Petrol,2022,30082,110,Automatic,SUV,12400,https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-evo-style-dsg/AmXqqHEhAj9/,match,match,match,n/a,match,match,match,n/a
