source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,193983003,Opel Insignia 2.0 diesel,,Diesel,,220000.0,,Automatic,Kombi,4800.0,https://auto.bazos.sk/inzerat/193983003/opel-insignia-20-diesel.php,match,match,match,n/a,unknown,match,unknown,n/a
bazos,193925567,Opel Insignia ST 2.0 CDTI AT6 2015,2.0 CDTI,Diesel,2015.0,267000.0,120.0,Automatic,Kombi,6250.0,https://auto.bazos.sk/inzerat/193925567/opel-insignia-st-20-cdti-at6-2015.php,match,match,match,n/a,match,match,match,n/a
bazos,194476359,Opel Insignia ST 2013,,Diesel,,261524.0,120.0,Automatic,,6900.0,https://auto.bazos.sk/inzerat/194476359/opel-insignia-st-2013.php,match,match,match,n/a,unknown,match,match,n/a
bazos,194473765,Opel Insignia 2.0cdti 96kw EKOFLEX,2.0 CDTI,Diesel,2011.0,,96.0,Manual,,3800.0,https://auto.bazos.sk/inzerat/194473765/opel-insignia-20cdti-96kw-ekoflex.php,match,match,match,n/a,match,unknown,match,n/a
bazos,194467554,Opel Insignia 2.0CDTI 4x4 - SK pôvod,2.0 CDTI,Diesel,,160000.0,125.0,Manual,Sedan,6800.0,https://auto.bazos.sk/inzerat/194467554/opel-insignia-20cdti-4x4-sk-povod.php,match,match,match,n/a,unknown,match,match,n/a
bazos,194452825,✅️ Opel Insignia ST 2.0 CDTI S S Dynamic AT8 ✅️,2.0 CDTI,Diesel,,188584.0,125.0,Automatic,,11000.0,https://auto.bazos.sk/inzerat/194452825/opel-insignia-st-20-cdti-s-s-dynamic-at8.php,match,match,match,n/a,unknown,match,match,n/a
bazos,194452755,"Opel Insignia 2,0 CDTi-118kw-servisní knížka,ČR",,Diesel,2012.0,275000.0,118.0,,,3300.0,https://auto.bazos.sk/inzerat/194452755/opel-insignia-20-cdti-118kw-servisni-knizkacr.php,match,match,match,n/a,match,match,match,n/a
