source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
autobazar,AecOWTHiHpq,Audi Q3 1.4 TFSI S tronic 110kW150HP,1.4 TFSI,Petrol,2018,94500,110,Automatic,SUV / Off-road,18500,https://www.autobazar.eu/detail/audi-q3-14-tfsi-s-tronic-110kw150hp/AecOWTHiHpq/,match,match,match,n/a,match,match,match,n/a
autobazar,AerwjvgAeZj,"Audi Q3 35 TFSI, Automat, Serv.kniha",,Petrol,2019,97831,110,Automatic,SUV,20500,https://www.autobazar.eu/detail/audi-q3-35-tfsi-automat-servkniha/AerwjvgAeZj/,match,match,match,n/a,match,match,match,n/a
autobazar,AmsoP4mvIqi,Audi Q3 35 1.5 TFSI mHEV  S tronic,1.5 TFSI,Petrol,2019,83433,110,Automatic,SUV,21999,https://www.autobazar.eu/detail/audi-q3-35-15-tfsi-mhev-s-tronic/AmsoP4mvIqi/,match,match,match,n/a,match,match,match,n/a
autobazar,Ab85HLT6UBZ,Audi Q3 35 TFSI AUT CZ,,Petrol,2020,68726,110,Automatic,SUV / Off-road,22695,https://www.autobazar.eu/detail/audi-q3-35-tfsi-aut-cz/Ab85HLT6UBZ/,match,match,match,n/a,match,match,match,n/a
autobazar,AmKhVI_EXMx,Audi Q3 35 1.5 TFSI mHEV S line S tronic,1.5 TFSI,Petrol,2019,109600,110,Automatic,SUV,25990,https://www.autobazar.eu/detail/audi-q3-35-15-tfsi-mhev-s-line-s-tronic/AmKhVI_EXMx/,match,match,match,n/a,match,match,match,n/a
autobazar,Ae656X5-mCZ,Audi Q3 35 1.5 TFSI mHEV S line S tronic 110kW150HP A7,1.5 TFSI,Petrol,2019,108700,110,Automatic,SUV / Off-road,23400,https://www.autobazar.eu/detail/audi-q3-35-15-tfsi-mhev-s-line-s-tronic-110kw150hp-a7/Ae656X5-mCZ/,match,match,match,n/a,match,match,match,n/a
