source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
autobazar,AmyCMcPR6TP,Audi Q2 1.4 TFSI S-line 110kw Black Edition 2017,1.4 TFSI,Petrol,2017,153000.0,110,Manual,SUV,13950,https://www.autobazar.eu/detail/audi-q2-14-tfsi-s-line-110kw-black-edition-2017/AmyCMcPR6TP/,match,match,match,n/a,match,match,match,n/a
autobazar,AeLe2WTEQJB,Audi Q2 1.4 TFSI COD S tronic Sport 110kW150HP A7,1.4 TFSI,Petrol,2017,150000.0,110,Automatic,SUV / Off-road,15990,https://www.autobazar.eu/detail/audi-q2-14-tfsi-cod-s-tronic-sport-110kw150hp-a7/AeLe2WTEQJB/,match,match,match,n/a,match,match,match,n/a
autobazar,Aetd14zEsby,Audi Q2 1.5 TFSI S 35 Edition,1.5 TFSI,Petrol,2020,141941.0,110,Automatic,SUV,15990,https://www.autobazar.eu/detail/audi-q2-15/Aetd14zEsby/,match,match,match,n/a,match,match,match,n/a
autobazar,Amhg4mPSIKJ,Audi Q2 1.5 TFSI 35  S tronic,1.5 TFSI,Petrol,2021,185500.0,110,Automatic,SUV,16490,https://www.autobazar.eu/detail/audi-q2-15-tfsi-35-s-tronic/Amhg4mPSIKJ/,match,match,match,n/a,match,match,match,n/a
autobazar,AmQJWJ96bqV,Audi Q2 1.4 TFSI COD S tronic Basis,1.4 TFSI,Petrol,2017,77900.0,110,Automatic,SUV,17000,https://www.autobazar.eu/detail/audi-q2-14-tfsi-cod-s-tronic-basis/AmQJWJ96bqV/,match,match,match,n/a,match,match,match,n/a
autobazar,AmgGLycin9c,Audi Q2 1.5 TFSI 35 /AJ NA SPLÁTKY/PROTIÚČET/,1.5 TFSI,Petrol,2020,106758.0,110,Manual,SUV,17990,https://www.autobazar.eu/detail/audi-q2-15-tfsi-35/AmgGLycin9c/,match,match,match,n/a,match,match,match,n/a
autobazar,AmU-zVq66Ax,Audi Q2 1.0 TFSI 30 S line,1.0 TFSI,Petrol,2022,78000.0,81,Manual,SUV,16990,https://www.autobazar.eu/detail/audi-q2-10-tfsi-30-s-line/AmU-zVq66Ax/,match,match,match,n/a,match,match,match,n/a
autobazar,AmPERZvGsrS,AUDI Q2 1.4 TFSI ACT Sport 2017,1.4 TFSI,Petrol,2017,90492.0,110,Automatic,SUV,18699,https://www.autobazar.eu/detail/audi-q2-14-tfsi-act-sport-2017/AmPERZvGsrS/,match,match,match,n/a,match,match,match,n/a
autobazar,Ab8RzkMhwQi,Audi Q2 35 1.5 TFSI 110kW S tronic-7,1.5 TFSI,Petrol,2020,94768.0,110,Automatic,SUV,23800,https://www.autobazar.eu/detail/audi-q2-35-15-tfsi-110kw-s-tronic-7/Ab8RzkMhwQi/,match,match,match,n/a,match,match,match,n/a
