source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
autobazar,Aemf35xa4Taz,Fiat 500X 1.0 L Cross,,Petrol,2019,66993,88,Manual,Hatchback,124000,https://www.autobazar.eu/detail/fiat-500x-10-l-cross/Aemf35xa4Taz/,match,match,match,n/a,match,match,match,n/a
autobazar,AeOlITxrz_C,"Fiat 500X 1.4 MultiAir, Klíma, Tempomat",,Petrol,2015,188406,103,Manual,Iné,6500,https://www.autobazar.eu/detail/fiat-500x-14-multiair-klima-tempomat/AeOlITxrz_C/,match,match,match,n/a,match,match,match,n/a
autobazar,AmyxiN-dj4u,Fiat 500X 1.4 MultiAir Cross,,Petrol,2015,106837,103,Manual,Combi,6990,https://www.autobazar.eu/detail/fiat-500x-14-multiair-cross/AmyxiN-dj4u/,match,match,match,n/a,match,match,match,n/a
autobazar,Ae-hg4BWs99,"Fiat 500X 1.4 MultiAir, Serv.kniha, Koža, Klíma",,Petrol,2018,145228,103,Manual,Iné,7500,https://www.autobazar.eu/detail/fiat-500x-14-multiair-servkniha-koza-klima/Ae-hg4BWs99/,match,match,match,n/a,match,match,match,n/a
autobazar,Ae8IXtEImev,Fiat 500X 1.4 MultiAir Lounge 103kW140HP M6,,Petrol,2015,75000,103,Manual,SUV,7900,https://www.autobazar.eu/detail/fiat-500x-14-multiair-lounge-103kw140hp-m6/Ae8IXtEImev/,match,match,match,n/a,match,match,match,n/a
autobazar,Am0BCz4-p4-,Fiat 500X 1.4 MultiAir Plus,,Petrol,2015,151431,103,Manual,SUV,9990,https://www.autobazar.eu/detail/fiat-500x-14-multiair-plus/Am0BCz4-p4-/,match,match,match,n/a,match,match,match,n/a
autobazar,AmICpOKO-Xe,Fiat 500X 1.4 MultiAir Lounge DDCT,,Petrol,2017,124894,103,Automatic,SUV,9800,https://www.autobazar.eu/detail/fiat-500x-14-multiair-lounge-ddct/AmICpOKO-Xe/,match,match,match,n/a,match,match,match,n/a
autobazar,AeVNVve0asx,"Fiat 500X 1.4 MultiAir, Automat, Serv.kniha, Koža",,Petrol,2016,96951,103,Automatic,Iné,10000,https://www.autobazar.eu/detail/fiat-500x-14-multiair-automat-servkniha-koza/AeVNVve0asx/,match,match,match,n/a,match,match,match,n/a
autobazar,AmxHMjk0ZvM,"Fiat 500X 1,6 TorQ 81kW, URBAN, M5, Nové v SR, Top stav!",,Petrol,2019,61483,81,Manual,SUV,10390,https://www.autobazar.eu/detail/fiat-500x-16-torq-81kw-urban-m5-nove-v-sr-top-stav/AmxHMjk0ZvM/,match,match,match,n/a,match,match,match,n/a
autobazar,AmG74-N50sa,"Fiat 500X 1.0 FireFly, Tempomat, Park. senzory",,Petrol,2018,75469,88,Manual,Iné,10400,https://www.autobazar.eu/detail/fiat-500x-10-firefly-tempomat-park-senzory/AmG74-N50sa/,match,match,match,n/a,match,match,match,n/a
autobazar,AmOyw6XaIiw,Fiat 500X 1.6 E-torq Plus,,Petrol,2016,82683,82,Manual,Combi,11790,https://www.autobazar.eu/detail/fiat-500x-16-e-torq-plus/AmOyw6XaIiw/,match,match,match,n/a,match,match,match,n/a
