source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
autobazar,Ae8-5c7q1Yo,BMW Rad 3 320i xDrive AT 135kW184HP A8,,Petrol,2022,109000,135,Automatic,Sedan,32000,https://www.autobazar.eu/detail/bmw-rad-3-320i-xdrive-at-135kw184hp-a8/Ae8-5c7q1Yo/,match,unknown,match,n/a,match,match,match,n/a
autobazar,AeNm7uoRdjn,BMW Rad 3 320i xDrive M Sport Shadow AT 135kW184HP A8,,Petrol,2018,98000,135,Automatic,Sedan,21990,https://www.autobazar.eu/detail/bmw-rad-3-320i-xdrive-m-sport-shadow-at-135kw184hp-a8/AeNm7uoRdjn/,match,unknown,match,n/a,match,match,match,n/a
autobazar,AexlfLb-TCz,BMW Rad 3 320i xDrive,,Petrol,2020,148863,135,Automatic,Sedan,23999,https://www.autobazar.eu/detail/bmw-rad-3-320i-xdrive-at-135kw183hp-a8/AexlfLb-TCz/,match,unknown,match,n/a,match,match,match,n/a
