source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,193727520,MERCEDES GLA 200 D FACELIFT  AUTOMAT KÚPA SR,,,2017.0,105200.0,100.0,Automatic,,16190.0,https://auto.bazos.sk/inzerat/193727520/mercedes-gla-200-d-facelift-automat-kupa-sr.php,match,unknown,unknown,n/a,match,match,match,n/a
bazos,194436054,"Mercedes Benz GLA (H247) - orig. 20"" s letnými pneu 7mm",,,2020.0,,,,,750.0,https://auto.bazos.sk/inzerat/194436054/mercedes-benz-gla-h247-orig-20-s-letnymi-pneu-7mm.php,match,unknown,unknown,n/a,match,unknown,unknown,n/a
bazos,194475244,Mercedes-Benz GLA 200 d 4MATIC A7 2015 201000km,,,,201000.0,,,,10500.0,https://auto.bazos.sk/inzerat/194475244/mercedes-benz-gla-200-d-4matic-a7-2015-201000km.php,match,unknown,unknown,n/a,unknown,match,unknown,n/a
